,형태소,품사,등장횟수,동일형태소
18468,맞추려고,Verb,2,0
18469,80년,Number,3,0
18470,1.3,Number,1,0
18471,돌리기,Verb,2,0
18472,0.8,Number,1,0
18473,슬로우,Noun,1,0
18474,나오는데이건,Verb,1,0
18475,순전히,Adjective,1,0
18476,거슬림다시,Verb,1,0
18477,찍었어야지,Verb,1,0
18478,머냐,Adjective,1,0
18479,진다,Verb,1,0
18480,짜릿함을,Adjective,1,0
18481,쩐드,Noun,1,0
18482,성하,Noun,1,0
18483,되어준,Verb,2,0
18484,약한거,Adjective,1,0
18485,아랫,Modifier,2,0
18486,하셨길래,Verb,1,0
18487,볼게요,Verb,1,0
18488,콕콕,Adverb,1,0
18489,찌를,Verb,1,0
18490,이었다는걸,Verb,1,0
18491,손절,Noun,1,0
18492,굳다,Adjective,1,0
18493,미국여행,Noun,1,0
18494,페르시안,Noun,1,0
18495,보고싶어졌다,Verb,1,0
18496,ㅤㄷㅒㅤ박,Noun,1,0
18497,받았음,Verb,2,0
18498,카레,Noun,1,0
18499,원하시면,Adjective,1,0
18500,열어주길,Verb,1,0
18501,추정,Noun,1,0
18502,울었어,Verb,1,0
18503,Wonderdul,Alpha,1,0
18504,wonder,Alpha,1,0
18505,before,Alpha,1,0
18506,want,Alpha,1,0
18507,honor,Alpha,1,0
18508,Directer,Alpha,1,0
18509,밀려옴,Verb,1,0
18510,재밌어지고,Adjective,1,0
18511,귀여,Adjective,2,0
18512,있음에도,Adjective,1,0
18513,나을,Verb,2,0
18514,●●●,Foreign,1,0
18515,꼬깃꼬깃,Noun,1,0
18516,후후,Exclamation,1,0
18517,보로,Noun,1,0
18518,커져,Verb,1,0
18519,댜쿠,Noun,1,0
18520,도어,Noun,1,0
18521,ㅑㄴㅇㅎ,KoreanParticle,1,0
18522,안경,Noun,2,0
18523,느끼,Verb,4,0
18524,부족했어요,Adjective,1,0
18525,같구용,Adjective,1,0
18526,재밌었던듯,Adjective,1,0
18527,춤추는거하고,Verb,1,0
18528,코코,Noun,2,0
18529,느낌나요,Verb,1,0
18530,잘려,Verb,1,0
18531,나간듯,Verb,1,0
18532,캐꿀잼,Noun,1,0
18533,단순하지,Adjective,1,0
18534,좋구흥칫둠칫,Noun,1,0
18535,흥해,Noun,2,0
18536,좋아했을,Adjective,2,0
18537,모던,Noun,1,0
18538,맴돌,Verb,1,0
18539,볼수있고,Verb,1,0
18540,새겨,Verb,1,0
18541,봤던것을,Verb,1,0
18542,떨어지지만,Verb,1,0
18543,승부,Noun,3,0
18544,괜찮은데,Adjective,3,0
18545,젊고,Adjective,2,0
18546,멀끔한,Adjective,1,0
18547,악랄함과,Adjective,1,0
18548,드러나지,Verb,2,0
18549,허공,Noun,1,0
18550,적이어야,Verb,1,0
18551,이쁘지,Adjective,1,0
18552,슉슉,Noun,2,0
18553,축약,Noun,1,0
18554,떼우는,Verb,1,0
18555,이쁘게,Adjective,5,0
18556,묻은,Verb,8,0
18557,설레였네,Adjective,1,0
18558,뛰어넘진못한,Verb,1,0
18559,깨놓고,Verb,1,0
18560,답시고,Noun,1,0
18561,흐리,Verb,1,0
18562,멍텅,Noun,1,0
18563,일거,Verb,1,0
18564,합친,Verb,1,0
18565,만난듯,Verb,1,0
18566,소릭,Noun,1,0
18567,ㅇㄹㄴ,KoreanParticle,1,0
18568,ㅤㄹㅣㄻ,Noun,1,0
18569,소시,Noun,1,0
18570,일기,Noun,1,0
18571,일기장,Noun,1,0
18572,문법,Noun,2,0
18573,맞추고,Verb,1,0
18574,있잖아,Adjective,1,0
18575,여주보,Noun,1,0
18576,다반,Noun,1,0
18577,신비하면서,Adjective,1,0
18578,평범하다가,Adjective,1,0
18579,할당,Noun,1,0
18580,제만,Noun,1,0
18581,피유웅신,Noun,1,0
18582,쉰내,Noun,1,0
18583,득실,Noun,1,0
18584,칭구들,Noun,1,0
18585,보자며,Verb,1,0
18586,좋운거,Adjective,1,0
18587,싱어송라이터,Noun,1,0
18588,아니군요,Adjective,1,0
18589,닳게,Verb,2,0
18590,훗,Noun,1,0
18591,그러고,Adjective,1,0
18592,왔다는,Verb,2,0
18593,생긴게,Verb,3,0
18594,한국판,Noun,1,0
18595,걍츄,Noun,1,0
18596,날리시고,Verb,1,0
18597,보내세요,Verb,1,0
18598,근대,Noun,4,0
18599,살나는,Verb,1,0
18600,돋다,Noun,1,0
18601,이를,Verb,1,0
18602,따라오질,Verb,2,0
18603,한국말,Noun,1,0
18604,키우던,Verb,1,0
18605,들썩거렸,Noun,1,0
18606,참았담,Verb,1,0
18607,시킨만큼,Verb,1,0
18608,지루했다고,Adjective,1,0
18609,귓,Noun,1,0
18610,뚫려있는거,Verb,1,0
18611,대가리,Noun,1,0
18612,났냐,Verb,1,0
18613,론거,Noun,1,0
18614,주행,Noun,2,0
18615,레헤,Noun,1,0
18616,186,Number,1,0
18617,2~3,Number,216,0
18618,안ㅤㄷㅚㅆ으나,Adjective,1,0
18619,안구,Noun,1,0
18620,짜릿행앵엥,Noun,1,0
18621,ㅤㅇㅢㅇ,Noun,1,0
18622,예쁘겠군,Adjective,1,0
18623,했더니만,Verb,1,0
18624,미친거아니냐,Adjective,1,0
18625,펼쳐,Verb,1,0
18626,됐어,Verb,1,0
18627,권했어요,Verb,1,0
18628,무렸어요,Adjective,1,0
18629,ㄷㅔ,KoreanParticle,1,0
18630,뽑힐까,Verb,1,0
18631,지키면서도,Verb,1,0
18632,정답,Noun,1,0
18633,없자,Adjective,1,0
18634,아름다운줄,Adjective,1,0
18635,즐거울,Adjective,2,0
18636,장관,Noun,2,0
18637,바쁜,Adjective,1,0
18638,먼지,Noun,1,0
18639,털어내듯,Verb,1,0
18640,순수해지고,Adjective,1,0
18641,해드림,Verb,1,0
18642,Here,Alpha,1,0
18643,comes,Alpha,1,0
18644,대결,Noun,1,0
18645,개입,Noun,1,0
18646,일베,Noun,1,0
18647,게로,Noun,1,0
18648,피콜로,Noun,1,0
18649,마왕,Noun,1,0
18650,1234567,Number,1,0
18651,꽁,Adverb,1,0
18652,많이나,Adjective,1,0
18653,왓으,Noun,1,0
18654,좋겟당,Adjective,1,0
18655,틔,Noun,1,0
18656,없다는게,Adjective,2,0
18657,찾을수있는,Verb,1,0
18658,악도,Noun,2,0
18659,발랄해서,Adjective,1,0
18660,해줄줄,Verb,1,0
18661,해놓아서,Verb,1,0
18662,았았음,Noun,1,0
18663,살리네,Verb,2,0
18664,팀,Noun,9,0
18665,대단함만은,Adjective,1,0
18666,되넹,Noun,1,0
18667,재미있지도,Adjective,1,0
18668,재미없지도,Adjective,1,0
18669,적인것에,Verb,1,0
18670,익숙해졌고,Verb,1,0
18671,잡자면,Verb,1,0
18672,떨어진다는것,Verb,1,0
18673,풍기는,Verb,1,0
18674,하다는,Verb,2,0
18675,플롯,Noun,2,0
18676,화용,Noun,1,0
18677,높여서,Verb,1,0
18678,멋진듯,Adjective,1,0
18679,흥겹습니다,Adjective,1,0
18680,조카딸,Noun,1,0
18681,본것처럼,Verb,1,0
18682,빠져들어가여,Verb,1,0
18683,넘은게,Verb,3,1
18684,똑바로,Noun,1,0
18685,돋도록,Verb,1,0
18686,들어가요,Verb,1,0
18687,지겨워질,Adjective,1,0
18688,극정,Noun,1,0
18689,판치는,Verb,1,0
18690,ㅋㅋㄱㄱ,KoreanParticle,1,0
18691,먹다가,Verb,1,0
18692,때리고,Verb,2,0
18693,나무랄거,Verb,1,0
18694,잔잔하다가,Adjective,2,0
18695,화려하다가,Adjective,1,0
18696,흥겹다가를,Adjective,1,0
18697,적당하게,Adjective,1,0
18698,버무리,Noun,1,0
18699,토핑,Noun,1,0
18700,얹어서,Verb,1,0
18701,끝나서,Verb,3,0
18702,보시던,Verb,1,0
18703,살리게,Verb,1,0
18704,하동,Noun,1,0
18705,박실,Noun,1,0
18706,6164578,Number,1,0
18707,ㅤㅇㅣㅊ,Noun,1,0
18708,쳐지지,Verb,2,0
18709,였다아,Verb,1,0
18710,뻔해어여,Adjective,1,0
18711,외출,Noun,1,0
18712,울먹이면서,Verb,1,0
18713,풀수,Verb,1,0
18714,만들어질,Verb,1,0
18715,이양,Noun,2,0
18716,패,Noun,10,0
18717,나네용,Verb,1,0
18718,명언,Noun,2,0
18719,주었기에,Verb,1,0
18720,어뜨케,Noun,1,0
18721,찍었을지,Verb,1,0
18722,시기한,Adjective,1,0
18723,흥얼거릴만큼,Verb,1,0
18724,적네요,Verb,1,0
18725,안가는데,Verb,1,0
18726,진찌,Noun,1,0
18727,버렸,Verb,1,0
18728,질의,Noun,1,0
18729,일천만이,Noun,1,0
18730,보는거예요,Verb,1,0
18731,싸다,Verb,1,0
18732,올여름,Noun,2,0
18733,싶게끔,Verb,1,0
18734,햇던,Noun,3,0
18735,젖으며,Verb,1,0
18736,볼날,Noun,1,0
18737,오다니,Verb,1,0
18738,쿠궁,Noun,1,0
18739,파역,Noun,1,0
18740,줬습니다,Verb,1,0
18741,카,Noun,1,0
18742,코카,Noun,1,0
18743,비메,Noun,1,0
18744,하리,Noun,3,0
18745,랠해해리러,Noun,1,0
18746,재밌을수,Adjective,1,0
18747,등고,Noun,1,0
18748,떨어질줄,Verb,1,0
18749,God,Alpha,1,0
18750,흠잡을것이,Adjective,1,0
18751,잇못이,Verb,1,0
18752,ㅤㄷㅚㅆ었는데,Verb,1,0
18753,ㄲㅡㅌ,KoreanParticle,1,0
18754,흡사했습니다,Adjective,1,0
18755,백프로,Noun,1,0
18756,볼수있다니,Verb,1,0
18757,뻔했고,Adjective,2,0
18758,아유,Noun,3,0
18759,음ㅤㅇㅏㄷ,Noun,1,0
18760,어무나,Noun,1,0
18761,항,Noun,1,0
18762,진도,Noun,1,0
18763,몰랐을,Verb,1,0
18764,늙어서,Verb,2,0
18765,슬픈게,Adjective,1,0
18766,즐건,Adjective,4,0
18767,보냈어요,Verb,3,0
18768,두근거렸답니다,Adjective,1,0
18769,하시오,Verb,1,0
18770,아니라면,Adjective,2,0
18771,비있게,Verb,1,0
18772,즐겼습니다,Verb,1,0
18773,느꼈는지,Verb,1,0
18774,봤는대,Verb,1,0
18775,빠저드네,Noun,1,0
18776,따따,Noun,1,0
18777,서리,Noun,1,0
18778,fuffhhh,Alpha,1,0
18779,뭉클한건,Adjective,1,0
18780,몰랐당,Verb,1,0
18781,부르고하는,Verb,1,0
18782,귀르가즘,Noun,1,0
18783,폭파,Noun,1,0
18784,고학년,Noun,2,0
18785,넘재밋엇음,Noun,1,0
18786,아랑,Noun,1,0
18787,보구,Verb,2,1
18788,좋았을걸,Adjective,1,0
18789,모아나라는,Verb,1,0
18790,스레,Noun,1,0
18791,느낀거지만,Verb,1,0
18792,힘든데,Adjective,1,0
18793,서비스,Noun,1,0
18794,날아오르다,Verb,1,0
18795,했던거보다,Verb,1,0
18796,재미있었데요,Adjective,1,0
18797,달빛,Noun,1,0
18798,flow,Alpha,1,0
18799,개신,Verb,1,0
18800,노래씬,Noun,3,0
18801,있는대,Adjective,1,0
18802,꾸워,Verb,1,0
18803,주는듯,Verb,2,0
18804,goodgoodgood,Alpha,1,0
18805,자스알,Noun,1,0
18806,부들부들,Noun,1,0
18807,떨면서,Verb,2,0
18808,웃었,Verb,1,0
18809,못지않은,Adjective,1,0
18810,애셋,Noun,1,0
18811,였다니,Verb,1,0
18812,탄이,Verb,1,0
18813,완죤책오,Noun,1,0
18814,올라간것,Verb,1,0
18815,올린것,Verb,1,0
18816,잼였어요,Verb,1,0
18817,즐겼다,Verb,1,0
18818,재미있어여,Adjective,2,0
18819,눈물샘,Noun,3,0
18820,나타난,Verb,1,0
18821,과소,Noun,1,0
18822,신비함,Adjective,1,0
18823,잠자러,Verb,1,0
18824,겁나게,Verb,1,0
18825,만났어요,Verb,1,0
18826,추하여,Adjective,1,0
18827,십분,Noun,1,0
18828,재미있을줄은,Adjective,1,0
18829,박동,Noun,1,0
18830,빨라,Adjective,1,0
18831,빠져들어요,Verb,2,0
18832,볼거여서,Verb,1,0
18833,후회될만큼,Adjective,1,0
18834,막장,Noun,2,0
18835,적절했다고,Adjective,1,0
18836,보고싶다네,Verb,1,0
18837,들어줘도,Verb,1,0
18838,귀여웠고요,Adjective,1,0
18839,싫어,Adjective,2,0
18840,이뿌자나요,Adjective,1,0
18841,쉬ㅤㅅㅢㅤ스,Noun,1,0
18842,페브리즈,Noun,1,0
18843,ㅤㅅㅢㅤㅤㅅㅢㄱ,Noun,1,0
18844,주향,Noun,1,0
18845,멋지다는,Adjective,1,0
18846,ㅁㅊ,KoreanParticle,2,0
18847,잤어요,Verb,3,0
18848,ㅤㅎㅘㅈ,Noun,1,0
18849,초고,Noun,1,0
18850,자연스럽다,Adjective,1,0
18851,어마어마한,Adjective,1,0
18852,비하인드,Noun,1,0
18853,이왕이면,Noun,1,0
18854,꼽힘,Verb,1,0
18855,재미있단다,Adjective,1,0
18856,조장,Noun,1,0
18857,찔꼼,Noun,1,0
18858,ㅎㄱ,KoreanParticle,1,0
18859,돋보였으며,Verb,1,0
18860,보실,Verb,1,1
18861,강력히,Adjective,1,0
18862,쓰는군요,Verb,1,0
18863,바꾸라고,Verb,1,0
18864,놀라웠던,Adjective,1,0
18865,느낌이었는데,Verb,1,0
18866,들이는,Verb,1,0
18867,독특하게,Adjective,1,0
18868,기별,Noun,1,0
18869,누르는,Verb,1,0
18870,따는,Verb,1,0
18871,잘생기구,Adjective,1,0
18872,하고있었는데,Verb,1,0
18873,밀려오고,Verb,1,0
18874,현란하고,Adjective,1,0
18875,유쾌했어,Adjective,1,0
18876,이쁜거야,Adjective,1,0
18877,극,Noun,3,1
18878,견주어,Noun,1,0
18879,셈,Noun,3,0
18880,겠네용,Verb,1,0
18881,드렸습니다,Verb,1,0
18882,해주었고,Verb,2,0
18883,뵈면,Verb,1,0
18884,지릴듯,Verb,1,0
18885,서막,Noun,1,0
18886,재미있어오요,Adjective,1,0
18887,댐있습니다,Verb,1,0
18888,비햐,Noun,1,0
18889,ㅤㅎㅏㄺ,Noun,1,0
18890,그렇습니다,Adjective,3,0
18891,멋지구,Adjective,1,0
18892,섬세하게,Adjective,2,0
18893,오페라,Noun,3,0
18894,뛰어넘는다,Verb,2,0
18895,재밌ㅤㄷㅏㅋ,Noun,1,0
18896,만드시네,Verb,1,0
18897,멋졌어,Adjective,2,0
18898,아니더라고요,Adjective,1,0
18899,바란건,Verb,1,0
18900,제법,Noun,1,0
18901,이뻣름,Noun,1,0
18902,어룡,Noun,1,0
18903,여느,Modifier,1,0
18904,잔뜻,Noun,1,0
18905,저당,Noun,1,0
18906,잡힘,Verb,1,0
18907,노숙자,Noun,1,0
18908,우모,Noun,1,0
18909,개꿀잼꿀잼,Noun,1,0
18910,꾸르,Noun,1,0
18911,사러,Verb,1,0
18912,놀,Noun,1,0
18913,산답니다,Verb,1,0
18914,ㅤㅍㅛㅇ점,Noun,1,0
18915,재밌어수,Adjective,1,0
18916,남깁,Verb,1,0
18917,☆☆☆,Foreign,1,0
18918,왔는데도,Verb,1,0
18919,벅차네요,Adjective,1,0
18920,할래요,Verb,1,0
18921,남을만한,Verb,1,0
18922,지루했으나,Adjective,2,0
18923,이었당,Verb,1,0
18924,따른다,Verb,1,0
18925,계단,Noun,1,0
18926,워킹,Noun,1,0
18927,아름다우세요,Adjective,2,0
18928,왠만한,Adjective,2,0
18929,떼질못하고,Verb,1,0
18930,손꼽을만한,Verb,2,0
18931,다가갔다,Verb,1,0
18932,싶더,Verb,1,0
18933,빠져나오겠어요,Verb,1,0
18934,잇을듯,Verb,1,0
18935,재밋다네,Noun,1,0
18936,넝,Noun,1,0
18937,보고온지,Verb,1,0
18938,나오고있어요,Verb,1,0
18939,엇네,Noun,1,0
18940,볼수있다는게,Verb,1,0
18941,돋아여,Verb,1,0
18942,나대서,Verb,1,0
18943,좀있으면,Adjective,1,0
18944,넘죠,Verb,1,0
18945,몸부림,Noun,1,0
18946,시사,Noun,1,0
18947,는바,Noun,1,0
18948,하지니로,Verb,1,0
18949,걸다,Verb,1,0
18950,유치한거전혀,Adjective,1,0
18951,때울고,Verb,1,0
18952,한일,Noun,1,0
18953,급한,Adjective,3,0
18954,견딜만큼,Verb,1,0
18955,살릴수있을까,Verb,1,0
18956,담당,Noun,2,0
18957,어떨과,Adjective,1,0
18958,드러,Adjective,2,0
18959,지니을,Verb,1,0
18960,흡족히,Adjective,1,0
18961,꾸르르르를루,Noun,1,0
18962,솔직한,Adjective,1,0
18963,보여주며,Verb,2,0
18964,살아야겠다고,Verb,1,0
18965,들을게요,Verb,1,0
18966,망할거라,Adjective,1,0
18967,했었어,Verb,1,0
18968,뭉클했던건,Adjective,1,0
18969,현자,Noun,1,0
18970,때렸어요,Verb,1,0
18971,하고있었음,Verb,1,0
18972,꼭보쟈,Noun,1,0
18973,예쁘셔서,Adjective,1,0
18974,되었는,Verb,1,0
18975,가는줄모르고봤어요재미있는영화,Foreign,1,0
18976,펼쳐질,Verb,1,0
18977,다잡다,Verb,1,0
18978,비난,Noun,1,0
18979,고정관념,Noun,2,0
18980,따른,Verb,2,0
18981,끝나가는게,Verb,1,0
18982,아쉽더라구요,Adjective,2,0
18983,돈유,Noun,1,0
18984,데얼,Noun,1,0
18985,클로스,Noun,1,0
18986,하시지만,Verb,1,0
18987,어색,Noun,5,0
18988,재밌어지네요,Adjective,1,0
18989,쓰신것도,Verb,1,0
18990,뛰었어요,Verb,2,0
18991,듣는거,Verb,1,0
18992,좋던,Adjective,1,0
18993,쪼,Noun,1,0
18994,짜릿자릿,Noun,1,0
18995,믿구,Verb,1,0
18996,잘안다는데,Verb,1,0
18997,보실길,Verb,1,0
18998,나잖어,Verb,1,0
18999,담아놓고,Verb,1,0
19000,찰지게,Adjective,2,0
19001,이쁨만으로도,Adjective,1,0
19002,자유로,Noun,1,0
19003,썼을,Verb,1,0
19004,대성통곡,Noun,1,0
19005,약자,Noun,1,0
19006,건전,Noun,1,0
19007,남긴건,Verb,1,0
19008,않았기에,Verb,1,0
19009,했음에도,Verb,1,0
19010,일로,Noun,2,0
19011,있길래,Adjective,1,0
19012,캐나다,Noun,2,0
19013,또박또박,Noun,1,0
19014,영국,Noun,2,0
19015,섹시했고,Adjective,1,0
19016,왓챠,Noun,1,0
19017,마돈나,Noun,2,0
19018,전남편,Noun,2,0
19019,어질어질하면서,Adjective,1,0
19020,광장,Noun,2,0
19021,절구,Noun,1,0
19022,볼거고,Verb,1,0
19023,올라오시면,Verb,1,0
19024,뻔하면서도,Adjective,1,0
19025,역시네요,Adjective,1,0
19026,드셈,Adjective,1,0
19027,빠짐다시,Verb,1,0
19028,기대한것,Adjective,2,0
19029,좋군요,Adjective,1,0
19030,빠져있을,Verb,1,0
19031,윌스미ㅤㅅㅡㅋ,Noun,1,0
19032,해보게하는,Verb,1,0
19033,맡지,Verb,2,0
19034,않았을,Verb,3,0
19035,바람나오길래,Verb,1,0
19036,좋아한듯,Adjective,1,0
19037,찢어짐,Verb,1,0
19038,들릴,Verb,1,0
19039,좋아졌습니다,Verb,2,0
19040,40년,Number,1,0
19041,혼합,Noun,1,0
19042,넘재미밌,Noun,1,0
19043,볼라구요,Verb,1,0
19044,미치는,Adjective,3,0
19045,시켜주었습니다,Verb,1,0
19046,라나,Noun,2,0
19047,보는거지만,Verb,1,0
19048,좋왓습니,Noun,1,0
19049,이뿌구요,Adjective,1,0
19050,돋을거,Verb,1,0
19051,12년,Number,2,0
19052,딱이에,Adjective,1,0
19053,얄미우면서도,Adjective,1,0
19054,징그럽,Adjective,1,0
19055,아니었는데,Adjective,1,0
19056,보여줄거예여,Verb,1,0
19057,떳다,Noun,1,0
19058,멜로영화,Noun,1,0
19059,하실것,Verb,1,0
19060,다수,Noun,1,0
19061,말씀,Noun,1,0
19062,하신것처럼,Verb,1,0
19063,로ㅤㅂㅘㅅ는데,Noun,1,0
19064,ㅤㅂㅘㅅ으면더재밋,Noun,1,0
19065,닛겟찌,Noun,1,0
19066,이러,Verb,1,0
19067,잇트,Noun,1,0
19068,놀림,Noun,1,0
19069,시디,Noun,1,0
19070,주문,Noun,3,0
19071,렛츠고,Noun,1,0
19072,띄네요,Verb,1,0
19073,앉아있는,Verb,1,0
19074,되다가,Verb,1,0
19075,재밌다면서,Adjective,1,0
19076,잤네요,Verb,1,0
19077,이뤄질,Verb,1,0
19078,눈물나네요,Verb,2,0
19079,있었다는데,Adjective,1,0
19080,뻔함과,Adjective,1,0
19081,유치함은,Adjective,2,0
19082,재밋쟈,Noun,1,0
19083,갈리는,Verb,1,0
19084,자인데요,Verb,1,0
19085,대중성,Noun,1,0
19086,염두,Noun,1,0
19087,에두,Noun,1,0
19088,gem,Alpha,1,0
19089,이야길,Verb,1,0
19090,창피하다면서,Adjective,1,0
19091,쥬얼리,Noun,1,0
19092,jewelry,Alpha,1,0
19093,하죠,Verb,1,0
19094,지니구나,Verb,1,0
19095,생겨,Verb,1,0
19096,이함,Noun,1,0
19097,5천만,Number,1,0
19098,몰랐었는데,Verb,2,0
19099,넘나잼잇엇어,Noun,1,0
19100,좋고여,Adjective,1,0
19101,됐든,Verb,1,0
19102,났지만,Verb,1,0
19103,핏대서,Noun,1,0
19104,보이더라,Verb,2,0
19105,경관,Noun,1,0
19106,깊게하는,Adjective,1,0
19107,시켜줘서,Verb,1,0
19108,고마웠네요,Adjective,1,0
19109,남기도,Verb,1,0
19110,남았고,Verb,1,0
19111,탈땐,Noun,1,0
19112,격세지감,Noun,1,0
19113,행복했던건,Adjective,1,0
19114,나서인가,Verb,1,0
19115,딱입니다,Adjective,1,0
19116,★★,Foreign,1,0
19117,하시구,Verb,1,0
19118,따아아,Verb,2,0
19119,높인,Verb,1,0
19120,드리면서,Verb,1,0
19121,부탁드렸던,Adjective,1,0
19122,ㅤㅂㅘㅅ씁니,Noun,1,0
19123,쫓기듯이,Verb,1,0
19124,살어가는,Verb,1,0
19125,함거기에,Verb,1,0
19126,뒷받침,Noun,1,0
19127,스럽다가도,Adjective,1,0
19128,요동침,Verb,1,0
19129,버텨주,Verb,1,0
19130,못땜,Noun,1,0
19131,혜안,Noun,1,0
19132,들린다는,Verb,1,0
19133,지나간지도,Verb,1,0
19134,오지구요,Verb,1,0
19135,폭행,Noun,1,0
19136,되든,Verb,1,0
19137,ㄴㄱ,KoreanParticle,1,0
19138,볼가말가하다가,Verb,1,0
19139,훈훈,Noun,2,0
19140,빠지는기,Verb,1,0
19141,ㅤㄱㅠㄷ,Noun,1,0
19142,번가,Noun,1,0
19143,싸구려,Noun,1,0
19144,저가,Noun,3,0
19145,음지,Noun,1,0
19146,발상,Noun,1,0
19147,떨어지구,Verb,1,0
19148,컸던거,Verb,2,0
19149,비어있던,Verb,1,0
19150,길어서,Verb,1,0
19151,해주었답니다,Verb,1,0
19152,타줘요,Verb,1,0
19153,대단했다,Adjective,2,0
19154,♥♥♡♥,Foreign,1,0
19155,하기전부터,Verb,1,0
19156,보고싶었다가,Verb,1,0
19157,불편해서,Adjective,1,0
19158,내릴까,Verb,1,0
19159,조마조마,Noun,1,0
19160,맞질,Verb,1,0
19161,서운했는데,Adjective,1,0
19162,지니구만,Verb,1,0
19163,스민지니,Verb,1,0
19164,나온다기에,Verb,1,0
19165,눈꼽,Noun,1,0
19166,1993년,Number,1,0
19167,자인,Noun,1,0
19168,나눠주는,Verb,1,0
19169,정당한,Adjective,1,0
19170,않는다면,Verb,1,0
19171,곧잘,Noun,1,0
19172,된거,Verb,2,1
19173,강렬하게,Adjective,1,0
19174,맑은,Noun,2,0
19175,소신,Noun,2,0
19176,넣고자,Verb,1,0
19177,느껴지면서도,Verb,1,0
19178,걸캅스같은,Noun,1,0
19179,ceo,Alpha,1,0
19180,바뀌고있구나,Verb,1,0
19181,되엇다,Verb,1,0
19182,저널리스트,Noun,1,0
19183,찌릿찌릿했다,Adjective,1,0
19184,재ㅤㅁㅣㄲ어,Noun,1,0
19185,와하하아라,Verb,1,0
19186,딘갓라딘갓라딘,Noun,2,0
19187,하모니,Noun,1,0
19188,똥글,Noun,1,0
19189,싸지르면,Verb,1,0
19190,아까울거,Adjective,2,0
19191,굿굿굿굿규,Noun,1,0
19192,숙수,Noun,1,0
19193,규슈,Noun,1,0
19194,슈국슈ㅤㄱㅠㅅ,Noun,1,0
19195,마오,Noun,2,0
19196,미있어,Adjective,1,0
19197,ㅤㄲㅠㄴ잼꼽,Noun,1,0
19198,공백,Noun,4,0
19199,진이가,Verb,1,0
19200,넘쥬아,Noun,1,0
19201,걸려있어줘,Verb,1,0
19202,재료,Noun,1,0
19203,가공,Noun,1,0
19204,뛰어나구나,Adjective,1,0
19205,판,Foreign,1,1
19206,대공습,Noun,1,0
19207,한전,Noun,1,0
19208,잿,Noun,1,0
19209,거릴,Noun,1,0
19210,환시,Noun,1,0
19211,겨줘서,Verb,1,0
19212,엽꿍,Noun,1,0
19213,요원,Noun,1,0
19214,j,Alpha,1,0
19215,해보느라,Verb,1,0
19216,살거에요,Verb,1,0
19217,다양하고,Adjective,1,0
19218,남심,Noun,1,0
19219,좋았답니다,Adjective,1,0
19220,흐헝,Noun,1,0
19221,스멀스멀,Adverb,1,0
19222,ㅠㅅ,KoreanParticle,1,0
19223,깎고,Verb,1,0
19224,자잘,Verb,1,0
19225,자잘한,Adjective,1,0
19226,잔재미,Noun,1,0
19227,ㅤㅂㅘㅅ다기,Noun,1,0
19228,해왔다는,Verb,1,0
19229,메나에,Verb,1,0
19230,않곤,Verb,1,0
19231,쩔구,Verb,1,0
19232,이당,Verb,1,0
19233,어렷을적,Noun,1,0
19234,되살리면서,Verb,1,0
19235,보앗던거,Verb,1,0
19236,잘하고요,Verb,1,0
19237,뻔할수,Adjective,1,0
19238,식상하지도,Adjective,1,0
19239,흥남,Noun,1,0
19240,추운데서,Verb,1,0
19241,떠는거,Verb,1,0
19242,귀여웠는데,Adjective,1,0
19243,얄밉고,Adjective,1,0
19244,반박,Noun,2,0
19245,원형,Noun,1,0
19246,그리면서,Verb,1,0
19247,만들고있음,Verb,1,0
19248,어설프게,Adjective,2,0
19249,부족할거,Adjective,1,0
19250,쩐,Noun,1,0
19251,하는거다,Verb,1,0
19252,몸소,Noun,1,0
19253,만나야,Verb,1,0
19254,인생역전,Noun,1,0
19255,남음,Noun,1,1
19256,알거,Verb,2,0
19257,박했어요,Adjective,1,0
19258,날림,Noun,1,0
19259,와이드,Noun,1,0
19260,불,Foreign,1,1
19261,짜여졌다,Verb,1,0
19262,강함이,Adjective,1,0
19263,같다지니의,Adjective,1,0
19264,아쉬웠을,Adjective,1,0
19265,지루하게,Adjective,1,0
19266,지나는거,Verb,1,0
19267,산만한듯,Adjective,1,0
19268,123456,Number,1,0
19269,유치할거라,Adjective,2,0
19270,보러가고싶으요,Verb,1,0
19271,이어졌다,Verb,1,0
19272,담으며,Verb,1,0
19273,헤,Noun,1,0
19274,대지,Noun,2,0
19275,채워진,Verb,1,0
19276,만들듯,Verb,1,0
19277,돌아가네요,Verb,1,0
19278,윌슷,Noun,1,0
19279,살렸다면,Verb,1,0
19280,쀼,Noun,1,0
19281,양,Suffix,2,1
19282,들어와서,Verb,2,1
19283,좋ㅤㅇㅏㄲ어,Noun,1,0
19284,알아봐서,Verb,1,0
19285,이쁘다는,Adjective,1,0
19286,자기애,Noun,1,0
19287,어욤,Noun,1,0
19288,넘재미썽,Noun,1,0
19289,쩌재메찜,Noun,1,0
19290,쩌재미쪼,Noun,1,0
19291,더해지니까,Adjective,1,0
19292,충분해서,Adjective,1,0
19293,좋겠당,Adjective,1,0
19294,이고요,Verb,1,0
19295,깠음,Verb,1,0
19296,엑스트라,Noun,1,0
19297,대박나길,Verb,1,0
19298,해줬고,Verb,1,0
19299,가고싶어요,Verb,1,0
19300,생각난답,Verb,1,0
19301,적용,Noun,2,0
